"캠페인 보고서(2026.02.01.~2026.02.28.),1738680",,,,,,,,,,,
캠페인유형,캠페인,광고그룹,키워드,PC/모바일 매체,일별,노출수,클릭수,총비용,구매완료 전환수,구매완료 전환매출액(원),평균노출순위
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분제젤리,모바일,2026.2.25,5,1,1518,0,0,2.8
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분제젤리,모바일,2026.2.26,5,1,2420,0,0,4.6
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분제젤리,모바일,2026.2.27,4,0,0,0,0,2.5
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분제젤리,모바일,2026.2.28,2,1,2244,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분제젤리복용,모바일,2026.2.21,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분제젤리성인,모바일,2026.2.15,1,0,0,0,0,3
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분제젤리성인추천,모바일,2026.2.10,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분제젤리추천,모바일,2026.2.8,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분제젤리추천,모바일,2026.2.16,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분제젤리추천,모바일,2026.2.22,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분제처방약,모바일,2026.2.19,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분제치질약,모바일,2026.2.28,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분젤리과다복용,모바일,2026.2.19,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분젤리구매,모바일,2026.2.19,2,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분젤리구미,모바일,2026.2.12,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분젤리내돈내산,모바일,2026.2.28,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분젤리복용시간,모바일,2026.2.20,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분젤리생리,모바일,2026.2.22,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분젤리생리통,모바일,2026.2.13,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분젤리생리통,모바일,2026.2.22,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분젤리안양,모바일,2026.2.9,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분젤리어른,모바일,2026.2.28,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분젤리일본가격,모바일,2026.2.21,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분젤리임산부,모바일,2026.2.19,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분젤리장점,PC,2026.2.10,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분젤리추천,PC,2026.2.9,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분젤리추천,PC,2026.2.22,2,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분젤리추천,모바일,2026.2.9,1,1,2541,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분젤리추천,모바일,2026.2.16,1,1,2420,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분젤리추천,모바일,2026.2.22,1,0,0,0,0,3
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분젤리추천,모바일,2026.2.28,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분젤리효과있나,모바일,2026.2.12,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분젤리효능,모바일,2026.2.27,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분철분제임산부,모바일,2026.2.8,1,0,0,0,0,13
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분츄잉,PC,2026.2.28,1,0,0,0,0,5
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분프리미엄,모바일,2026.2.1,1,0,0,0,0,13
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분프리미엄,모바일,2026.2.2,1,0,0,0,0,14
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분프리미엄,모바일,2026.2.12,1,0,0,0,0,14
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,철분확인철분제약,모바일,2026.2.28,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,청소년철분영양제,모바일,2026.2.9,1,0,0,0,0,15
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,청소년철분영양제,모바일,2026.2.10,1,0,0,0,0,4
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,초경철분젤리,모바일,2026.2.19,2,1,2717,0,0,3
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,초등철분제,모바일,2026.2.23,1,0,0,0,0,15
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,추천철분제약3개월분,모바일,2026.2.18,1,0,0,0,0,8
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,추천철분제약3개월분,모바일,2026.2.21,1,0,0,0,0,10
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,츄어블철분리포퍼비타민이야,모바일,2026.2.3,1,0,0,0,0,4
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,츄어블철분엽산,모바일,2026.2.21,1,0,0,0,0,6
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,츄어블철분엽산비타민,모바일,2026.2.8,2,0,0,0,0,2.5
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,츄어블철분엽산비타민아이클타임,모바일,2026.2.8,1,0,0,0,0,3
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,츄잉철분,모바일,2026.2.2,1,1,2563,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,츄잉철분,모바일,2026.2.19,1,0,0,0,0,3
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,츄잉철분,모바일,2026.2.21,1,1,2442,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,캡슐영양제철분,PC,2026.2.28,1,0,0,0,0,5
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,커크랜드빈혈약,모바일,2026.2.16,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,커크랜드빈혈영양제,모바일,2026.2.16,2,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,코로로UHA철분젤리,모바일,2026.2.27,1,0,0,0,0,3
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,코스트코빈혈약,모바일,2026.2.19,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,코스트코빈혈약,모바일,2026.2.28,3,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,코스트코빈혈약추천,모바일,2026.2.28,3,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,코스트코철분,모바일,2026.2.15,1,0,0,0,0,15
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,코스트코철분젤리,모바일,2026.2.11,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,코스트코철분젤리,모바일,2026.2.12,2,0,0,0,0,3.5
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,코하루철분젤리,모바일,2026.2.11,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,쿠팡빈혈약,모바일,2026.2.22,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,쿠팡철분젤리,모바일,2026.2.12,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,쿠팡헤모퀸탑,모바일,2026.2.14,2,0,0,0,0,6
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,쿠팡헤모퀸탑가격,모바일,2026.2.14,1,0,0,0,0,6
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,크랜베리영양제선물세트,PC,2026.2.11,1,0,0,0,0,12
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,키높이보충제젤리,모바일,2026.2.5,1,0,0,0,0,10
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,키즈영양제,모바일,2026.2.24,1,0,0,0,0,14
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,킬레이트철분보충제,모바일,2026.2.18,1,0,0,0,0,3
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,티니핑철분젤리성인,모바일,2026.2.28,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,페리틴수치철보충제,PC,2026.2.12,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,피엑스철분약,모바일,2026.2.22,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,한방빈혈약,모바일,2026.2.21,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,할머니병원선물,PC,2026.2.3,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,항암제빈혈약,모바일,2026.2.19,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,햄철철분젤리,모바일,2026.2.18,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헤모글로빈,모바일,2026.2.28,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헤모글로빈부족,모바일,2026.2.9,1,0,0,0,0,8
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헤모론철분제,모바일,2026.2.10,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헤모론철분제,모바일,2026.2.15,1,0,0,0,0,9
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헤모케어철분이빈혈약인가요,모바일,2026.2.4,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헬로바빈혈약가격,모바일,2026.2.28,2,1,2244,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헬로바빈혈약용량,모바일,2026.2.19,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헬퓨,모바일,2026.2.27,1,0,0,0,0,11
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헬퓨,모바일,2026.2.28,1,0,0,0,0,15
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헴철,모바일,2026.2.1,1,0,0,0,0,7
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헴철,모바일,2026.2.2,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헴철,모바일,2026.2.6,4,0,0,0,0,6
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헴철,모바일,2026.2.16,1,0,0,0,0,15
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헴철,모바일,2026.2.20,1,0,0,0,0,7
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헴철,모바일,2026.2.23,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헴철액상철분제,모바일,2026.2.24,1,0,0,0,0,6
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헴철영양제,모바일,2026.2.24,1,0,0,0,0,8
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헴철철분제,모바일,2026.2.1,2,0,0,0,0,5.5
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헴철철분제,모바일,2026.2.5,1,0,0,0,0,9
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헴철철분제,모바일,2026.2.11,1,0,0,0,0,6
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헴철철분제,모바일,2026.2.15,2,0,0,0,0,7.5
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헴철철분제,모바일,2026.2.16,1,0,0,0,0,8
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헴철철분제,모바일,2026.2.18,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헴철철분제,모바일,2026.2.19,1,0,0,0,0,11
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헴철철분제,모바일,2026.2.21,3,0,0,0,0,4.7
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,헴철철분제,모바일,2026.2.22,2,0,0,0,0,1.5
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,혈압약철분제,모바일,2026.2.4,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,혈압약철분제,모바일,2026.2.19,4,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,04. 철분/철분젤리 그룹,효과빠른빈혈약,모바일,2026.2.22,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,10주어지러움철분,모바일,2026.2.11,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,13살어지러움약,PC,2026.2.25,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,1개철분제,모바일,2026.2.2,1,0,0,0,0,10
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,1개철분제,모바일,2026.2.4,2,0,0,0,0,10
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,1개철분제,모바일,2026.2.5,1,0,0,0,0,9
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,1개철분제,모바일,2026.2.8,1,0,0,0,0,12
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,1개철분제,모바일,2026.2.17,1,0,0,0,0,8
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,1개츄어블세일,모바일,2026.2.26,1,0,0,0,0,10
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,20대빈혈약추천,모바일,2026.2.25,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,24개월젤리철분,모바일,2026.2.10,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,50대어지러움영양제,모바일,2026.2.11,2,0,0,0,0,3
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,60대빈혈영양제,모바일,2026.2.15,4,0,0,0,0,3
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,60대빈혈영양제,모바일,2026.2.17,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,60대어지러움에좋은영양제,모바일,2026.2.10,1,0,0,0,0,3
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,60대어질어질빈혈약,모바일,2026.2.13,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,60대좋은빈혈영양제,모바일,2026.2.10,3,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,70대빈혈영양제,모바일,2026.2.10,1,0,0,0,0,3
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,70대빈혈영양제,모바일,2026.2.14,2,0,0,0,0,3
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,70대어지러움철분,PC,2026.2.20,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,7살어지러움약,모바일,2026.2.3,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,7세철분어지러움,모바일,2026.2.22,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,80세빈혈영양제철분,모바일,2026.2.20,1,0,0,0,0,4
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,8세아이빈혈약,모바일,2026.2.6,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,AAUHA철분젤리,모바일,2026.2.11,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,GS철분젤리,모바일,2026.2.20,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,HABIT,PC,2026.2.15,3,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,HABIT,PC,2026.2.17,2,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,HABIT,PC,2026.2.18,3,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,HABIT,PC,2026.2.19,6,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,HABIT,PC,2026.2.20,4,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,HABIT,PC,2026.2.21,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,HABIT,PC,2026.2.22,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,HABIT,PC,2026.2.23,4,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,HABIT,PC,2026.2.24,3,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,HABIT,PC,2026.2.25,5,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,HABIT,PC,2026.2.26,4,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,HABIT,PC,2026.2.27,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,HABIT,모바일,2026.2.20,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,MRI철분약,모바일,2026.2.6,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,MYHABIT복용방법,모바일,2026.2.28,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,가위눌리는데좋은약,모바일,2026.2.20,3,0,0,0,0,6
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,간단건강약에좋은,모바일,2026.2.10,1,0,0,0,0,6
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,간지방에좋은약,모바일,2026.2.13,1,0,0,0,0,6
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,갑상선약빈혈약,모바일,2026.2.7,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,갑상선약철분,모바일,2026.2.5,2,0,0,0,0,3
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,갑상선약철분제,모바일,2026.2.19,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,갑상선저하증에좋은건강약,모바일,2026.2.3,1,0,0,0,0,5
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,갱년기어지러움에좋은영양제,모바일,2026.2.26,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,걸을때어지러움약,모바일,2026.2.27,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,경추성어지러움영양제,모바일,2026.2.16,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,고1남학생빈혈에좋은약,모바일,2026.2.5,2,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,고3빈혈영양제,모바일,2026.2.21,1,0,0,0,0,3
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,고개들면어지러움약,모바일,2026.2.8,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,고려제약빈혈약,모바일,2026.2.12,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,고려제약철분약,모바일,2026.2.17,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,고려제약큐업빈혈약,모바일,2026.2.12,1,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,고지혈증약엽산,모바일,2026.2.12,1,0,0,0,0,3
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,고지혈증약엽산,모바일,2026.2.16,2,0,0,0,0,2
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,고지혈증약철분제,모바일,2026.2.6,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,고혈압빈혈약,PC,2026.2.13,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,고혈압약에철분제를,모바일,2026.2.24,2,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,고혈압약에철분제섭취,모바일,2026.2.24,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,고혈압어지러움영양제,모바일,2026.2.24,1,0,0,0,0,3
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,곰젤리약,모바일,2026.2.3,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,곰젤리약,모바일,2026.2.24,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,광동제약빈혈약,모바일,2026.2.26,1,0,0,0,0,1
쇼핑검색,★01.쇼핑검색광고_츄어블 철분_SS,05. 빈혈 관련 그룹,광동제약액체빈혈약,모바일,2026.2.23,1,0,0,0,0,1
