account_id,channel,source,platform,campaign_name,group_name,keyword,creative,imagePath,device,date,impressions,clicks,cost,conversions,rank
2452983,search ad,naver,파워링크,PC,01.신차,,신차_PC_신차렌트,/creatives/GNA/GNA/신차_PC_신차렌트.PNG,PC,2026.5.14,39,1,13610,0,2.9
2452983,search ad,naver,파워링크,PC,01.신차,,신차_PC_신차렌트,/creatives/GNA/GNA/신차_PC_신차렌트.PNG,PC,2026.5.15,182,2,14240,0,3.3
2452983,search ad,naver,파워링크,PC,01.신차,,신차_PC_신차렌트,/creatives/GNA/GNA/신차_PC_신차렌트.PNG,PC,2026.5.16,100,1,9401,0,1.9
2452983,search ad,naver,파워링크,PC,01.신차,,신차_PC_신차렌트,/creatives/GNA/GNA/신차_PC_신차렌트.PNG,PC,2026.5.18,159,3,30597,1,3.7
2452983,search ad,naver,파워링크,PC,01.신차,,신차_PC_신차렌트,/creatives/GNA/GNA/신차_PC_신차렌트.PNG,PC,2026.5.19,98,2,18366,0,4
2452983,search ad,naver,파워링크,PC,01.신차,,신차_PC_신차렌트,/creatives/GNA/GNA/신차_PC_신차렌트.PNG,PC,2026.5.20,75,0,0,0,4.1
2452983,search ad,naver,파워링크,PC,01.신차,,신차_PC_신차렌트,/creatives/GNA/GNA/신차_PC_신차렌트.PNG,PC,2026.5.21,81,3,36861,0,5
2452983,search ad,naver,파워링크,PC,01.신차,,신차_PC_장기렌트,/creatives/GNA/GNA/신차_PC_장기렌트.PNG,PC,2026.5.14,31,1,11478,0,3.1
2452983,search ad,naver,파워링크,PC,01.신차,,신차_PC_장기렌트,/creatives/GNA/GNA/신차_PC_장기렌트.PNG,PC,2026.5.15,63,0,0,0,3.4
2452983,search ad,naver,파워링크,PC,01.신차,,신차_PC_장기렌트,/creatives/GNA/GNA/신차_PC_장기렌트.PNG,PC,2026.5.16,42,1,6942,0,1.8
