account_id,channel,soucrce,platform,campaign_name,group_name,keyword,device,date,impressions,clicks,cost,conversions,revenue,rank,
xxx1,search ad,naver,파워링크,* NC 파워링크,*  fmgt,FMGT,PC,2022.4.26,18,2,880,0,0,1.0 ,1
xxx1,search ad,naver,GDN,* NC 전환,*  fmgt,-,PC,2022.4.27,14,2,880,0,0,1.0 ,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*  fmgt,FMGT,PC,2022.4.28,23,2,880,0,0,1.0 ,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*  fmgt,FMGT,PC,2022.4.29,8,1,429,0,0,1.0 ,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*  fmgt,FMGT,PC,2022.4.30,12,5,2134,0,0,1.0 ,1
xxx1,display ad,google,GDN,* NC 전환,*  fmgt,FMGT,모바일,2022.4.25,39,1,143,0,0,1.9 ,2
xxx1,display ad,google,GDN,* NC 전환,*  fmgt,FMGT,모바일,2022.4.26,55,2,264,0,0,1.9 ,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*  fmgt,FMGT,모바일,2022.4.27,39,2,264,0,0,2.0 ,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*  fmgt,FMGT,모바일,2022.4.28,42,3,396,0,0,2.0 ,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*  fmgt,FMGT,모바일,2022.4.29,62,1,132,0,0,1.9 ,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*  fmgt,FMGT,모바일,2022.4.30,54,2,275,6,35850,2.0 ,1
xxx1,display ad,google,GDN,* NC 전환,*  fmgt,FMGT수분쿠션블러셔,모바일,2022.4.29,3,2,154,0,0,1,2
xxx1,display ad,google,GDN,* NC 전환,*  fmgt,FMGT쿠션,모바일,2022.4.25,3,1,231,0,0,2,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*  fmgt,골드콜라겐앰플투웨이팩트,PC,2022.4.28,1,1,209,3,34620,2,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*  fmgt,더페이스샵잉크래스팅파운데이션,PC,2022.4.28,37,1,517,0,0,1.1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*  fmgt,더페이스샵잉크래스팅파운데이션,PC,2022.4.29,24,1,682,2,20,1.1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*  fmgt,잉크래스팅,모바일,2022.4.28,13,1,429,0,0,2.5 ,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,5분염색약,모바일,2022.4.30,30,1,2332,0,0,1.1,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,NATURALSUN,모바일,2022.4.25,7,1,286,0,0,1.7,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,THEFACESHOP,PC,2022.4.30,2,1,385,0,0,1.5,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,THEFACESHOP,모바일,2022.4.27,34,1,352,0,0,1.9,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,THEFACESHOP,모바일,2022.4.28,41,1,220,0,0,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,THEFACESHOP,모바일,2022.4.29,40,2,1980,0,0,1,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더테라피,PC,2022.4.27,24,1,484,0,0,1.1,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더테라피,모바일,2022.4.25,79,2,330,0,0,1.6,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더테라피,모바일,2022.4.28,73,1,209,1,10,1.3,1
xxx1,search ad,naver,GDN,* NC 전환,*  fmgt,-,모바일,2022.4.29,59,1,209,0,0,1.6,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더테라피,모바일,2022.4.30,101,1,209,1,10,1.6,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더테라피로얄메이드,모바일,2022.4.29,4,1,253,1,34700,1.5,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이샵,모바일,2022.4.29,14,1,143,0,0,2,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이샵,모바일,2022.4.30,16,1,143,0,0,1.9,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵,PC,2022.4.25,788,11,4851,7,24860,1.5,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵,PC,2022.4.26,708,13,9009,0,0,1.1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵,PC,2022.4.27,647,12,8140,6,81050,1.1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵,PC,2022.4.28,709,9,5544,1,10,1.1,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵,PC,2022.4.29,597,7,4356,0,0,1.1,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵,PC,2022.4.30,381,3,1903,0,0,1.2,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵,모바일,2022.4.25,3216,14,5665,21,19200,1.9,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵,모바일,2022.4.26,2947,11,4972,6,60550,1.8,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵,모바일,2022.4.27,3175,17,6644,12,86190,1.8,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵,모바일,2022.4.28,2928,20,7634,4,36030,1.8,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵,모바일,2022.4.29,2714,20,6336,13,49630,1.8,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵,모바일,2022.4.30,3136,13,5753,4,35730,1.8,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵4월세일,PC,2022.4.25,9,2,154,0,0,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵4월세일,PC,2022.4.27,15,1,77,0,0,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵4월세일,PC,2022.4.28,5,1,77,0,0,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵4월세일,PC,2022.4.29,7,2,154,0,0,1,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵4월세일,모바일,2022.4.25,104,2,1122,0,0,1,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵4월세일,모바일,2022.4.26,92,4,2156,0,0,1,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵4월세일,모바일,2022.4.27,98,2,1034,0,0,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵4월세일,모바일,2022.4.28,65,1,473,0,0,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵4월세일,모바일,2022.4.30,55,3,1661,0,0,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵남성화장품,모바일,2022.4.27,3,1,396,0,0,1.7,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵네추럴선에코,PC,2022.4.26,1,1,77,0,0,2,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵더테라피,모바일,2022.4.26,25,2,946,0,0,1,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵때필링,모바일,2022.4.25,159,1,374,0,0,2.4 ,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵때필링,모바일,2022.4.26,143,3,1166,0,0,2.2 ,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵때필링,모바일,2022.4.28,188,1,462,0,0,2.2 ,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵때필링,모바일,2022.4.29,178,3,1485,0,0,2.0 ,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵때필링500,모바일,2022.4.30,9,1,77,0,0,1.7,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵롱래스팅,PC,2022.4.29,3,1,528,0,0,2,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵롱래스팅,모바일,2022.4.25,27,1,352,0,0,2.3,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵롱래스팅,모바일,2022.4.28,24,1,352,0,0,2.4,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵리치핸드,모바일,2022.4.30,13,1,264,0,0,1.7,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵마스크팩,모바일,2022.4.25,73,1,77,0,0,1.9,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵망고씨드,모바일,2022.4.27,21,1,330,2,52810,1,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵망고씨드,모바일,2022.4.29,13,1,330,1,10,1,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵미감수,PC,2022.4.26,3,1,704,0,0,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵미감수,모바일,2022.4.27,22,1,506,0,0,2.1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵미감수클렌징티슈,모바일,2022.4.28,2,1,550,0,0,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵바디,PC,2022.4.26,1,1,154,0,0,2,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵바디,모바일,2022.4.26,4,1,649,0,0,2.8,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵바디로션,모바일,2022.4.26,15,1,517,0,0,1.9,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵바디미스트,모바일,2022.4.25,35,1,748,0,0,1.8,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵바디미스트,모바일,2022.4.27,30,1,737,0,0,1.6,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵섀도우,모바일,2022.4.30,29,3,825,0,0,1.1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵세일,PC,2022.4.25,28,1,330,0,0,2.6,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵세일,PC,2022.4.26,37,1,209,0,0,2.9,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵세일,PC,2022.4.27,42,2,946,0,0,2.2,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵세일,PC,2022.4.28,35,2,3938,0,0,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵세일,PC,2022.4.29,36,4,7524,0,0,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵세일,PC,2022.4.30,13,3,5544,0,0,1.2,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵세일,모바일,2022.4.25,280,7,2640,2,21610,1.9,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵세일,모바일,2022.4.26,258,5,1782,5,64640,1.9,2
xxx1,display ad,google,GDN,* NC 전환,*  fmgt,-,모바일,2022.4.27,306,8,"2,530",9,"21,080",1.9,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵세일,모바일,2022.4.28,353,24,36168,9,193670,1.1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵세일,모바일,2022.4.29,312,20,75812,14,26530,1.2,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵세일,모바일,2022.4.30,334,35,109208,4,28730,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵소울,PC,2022.4.30,2,1,682,0,0,1,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵소울향수,PC,2022.4.26,2,1,352,0,0,1.5,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵소울향수,모바일,2022.4.30,1,1,264,0,0,2,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵쇼핑몰,모바일,2022.4.28,1,1,88,0,0,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵스킨로션,PC,2022.4.28,1,1,550,0,0,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵스킨로션,모바일,2022.4.30,27,2,1100,1,28700,2,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵썬크림,PC,2022.4.27,6,2,1386,0,0,1.8,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵썬크림,모바일,2022.4.25,58,1,429,0,0,1.8,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵썬크림,모바일,2022.4.26,62,5,2123,0,0,1.9,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵썬크림,모바일,2022.4.27,52,5,1518,0,0,1.8,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵썬크림,모바일,2022.4.28,63,2,825,0,0,1.9,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵썬크림,모바일,2022.4.29,56,5,1573,0,0,1.8,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵썬크림,모바일,2022.4.30,53,2,682,0,0,1.9,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵썬파우더,PC,2022.4.28,1,1,77,0,0,1,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵염색약,모바일,2022.4.27,32,1,429,0,0,1.8,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵염색약,모바일,2022.4.28,44,3,1309,0,0,1.8,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵온라인몰,PC,2022.4.27,1,1,396,0,0,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵온라인샵,PC,2022.4.26,1,1,77,0,0,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵퀵헤어,모바일,2022.4.25,11,1,594,0,0,1.8,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵퀵헤어퍼프,모바일,2022.4.27,12,2,660,0,0,1.7,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵클렌징오일,PC,2022.4.29,2,1,847,0,0,2,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵클렌징오일,모바일,2022.4.25,31,1,781,0,0,2.7,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵클렌징오일,모바일,2022.4.27,37,1,781,0,0,2.6,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵클렌징오일,모바일,2022.4.28,50,2,2046,11,110,1.9,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵클렌징오일,모바일,2022.4.29,24,1,1012,0,0,1.8,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵클렌징티슈,PC,2022.4.27,19,2,1210,0,0,1.1,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵클렌징티슈,모바일,2022.4.27,95,1,660,0,0,1.7,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵클렌징티슈,모바일,2022.4.28,110,2,2684,0,0,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵클렌징티슈,모바일,2022.4.29,78,2,1298,0,0,1.6,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵클렌징티슈,모바일,2022.4.30,63,1,649,0,0,1.7,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵파워롱래스팅선크림,모바일,2022.4.29,21,1,748,0,0,1.8 ,1
xxx1,display ad,google,GDN,* NC 전환,*  fmgt,-,모바일,2022.4.30,1,1,649,0,0,1,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵필링젤,모바일,2022.4.27,11,1,748,0,0,1.9 ,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵향수,PC,2022.4.26,6,1,517,0,0,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵향수,PC,2022.4.27,19,1,517,0,0,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵향수,PC,2022.4.29,7,1,517,0,0,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵향수,모바일,2022.4.25,87,1,495,0,0,1,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵향수,모바일,2022.4.26,73,2,990,0,0,1,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,더페이스샵향수,모바일,2022.4.27,80,1,495,0,0,1,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵향수,모바일,2022.4.28,62,1,495,0,0,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵향수,모바일,2022.4.29,81,2,968,0,0,1.1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,더페이스샵허브데이,모바일,2022.4.27,6,1,429,0,0,1.8,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,디자이닝브로우카라,모바일,2022.4.30,8,1,781,0,0,1.8,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,망고씨드,모바일,2022.4.26,28,1,396,0,0,2.1,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,미감수,모바일,2022.4.26,104,1,616,0,0,1.6,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,미감수,모바일,2022.4.28,105,2,1023,5,48430,1.4,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,미감수,모바일,2022.4.29,74,1,462,1,36000,1.6,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,미감수,모바일,2022.4.30,90,2,957,0,0,1.5,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,미감수아이리무버,모바일,2022.4.27,2,1,220,0,0,1,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,미감수클렌징로션,모바일,2022.4.30,6,2,297,0,0,1.8,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,미감수클렌징크림,모바일,2022.4.27,29,1,319,2,20,1.8 ,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,미감수클렌징크림,모바일,2022.4.29,41,1,264,0,0,1.6 ,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,미감수클렌징티슈,모바일,2022.4.29,3,1,671,0,0,2.0 ,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,미감수클렌징폼,모바일,2022.4.25,56,1,814,0,0,1.9,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,미감수클렌징폼,모바일,2022.4.29,37,1,396,0,0,1.8,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,미감수클렌징폼,모바일,2022.4.30,33,2,1155,0,0,1.9,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,보들보들때필링,PC,2022.4.25,13,2,1496,1,21600,1.2,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,보들보들때필링,PC,2022.4.28,26,1,638,0,0,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,보들보들때필링,모바일,2022.4.27,72,1,737,0,0,1.8,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,보들보들때필링,모바일,2022.4.28,97,4,5412,1,36000,1.2,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,보들보들때필링,모바일,2022.4.29,96,1,946,0,0,1.9,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,보들보들때필링,모바일,2022.4.30,59,1,902,0,0,1.8,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,보들보들때필링500,모바일,2022.4.26,3,1,77,0,0,1.3,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,선크림,모바일,2022.4.25,2,1,847,0,0,74,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,엘지생활건강선크림,PC,2022.4.26,1,1,770,0,0,3,1
xxx1,search ad,naver,GDN,* NC 전환,*  fmgt,-,모바일,2022.4.25,36,1,77,0,0,1.1 ,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,올클리어,모바일,2022.4.29,36,1,1100,2,20,1.1 ,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,치아씨드,모바일,2022.4.26,354,1,231,0,0,2.3 ,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,콜라겐앰플립스틱,PC,2022.4.27,2,1,77,0,0,1,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,콜라겐팩트,PC,2022.4.28,5,1,616,0,0,1.2,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,클렌징밀크,모바일,2022.4.28,616,1,"2,519",0,0,2.3,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,클렌징밀크,모바일,2022.4.30,803,2,5500,0,0,2,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,파워롱래스팅,PC,2022.4.25,7,1,715,0,0,1.1 ,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,파워롱래스팅,모바일,2022.4.28,29 ,1 ,297 ,0 ,0 ,1.8,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,파워롱래스팅,모바일,2022.4.29,11 ,1 ,"1,342 ",3 ,"21,620 ",1.6,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,파워롱래스팅,모바일,2022.4.30,19 ,3 ,693 ,0 ,0 ,1.9,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,파워롱래스팅선크림,모바일,2022.4.27,30 ,3 ,"1,342 ",0 ,0 ,2.8,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,페이스샵,PC,2022.4.25,24 ,1 ,396 ,5 ,"61,340 ",1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,페이스샵,PC,2022.4.26,38 ,4 ,"1,375 ",0 ,0 ,1,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,페이스샵,PC,2022.4.27,31 ,2 ,671 ,0 ,0 ,1,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,페이스샵,PC,2022.4.28,37 ,2 ,748 ,0 ,0 ,1,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,페이스샵,PC,2022.4.29,25 ,5 ,"1,870 ",0 ,0 ,1.1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,페이스샵,모바일,2022.4.25,59 ,1 ,88 ,0 ,0 ,1.5,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,페이스샵,모바일,2022.4.26,46 ,2 ,352 ,0 ,0 ,1.6,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,페이스샵,모바일,2022.4.27,46 ,1 ,176 ,0 ,0 ,1.7,1
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,페이스샵,모바일,2022.4.28,39 ,1 ,165 ,0 ,0 ,1.6,2
xxx1,display ad,google,GDN,* NC 전환,*     더페이스샵,페이스샵,모바일,2022.4.29,46 ,2 ,253 ,0 ,0 ,1.7,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,페이스샵,모바일,2022.4.30,67 ,2 ,341 ,0 ,0 ,1.7,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*     더페이스샵,페이스샵세일,PC,2022.4.28,1,1,286,0,0,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*   닥터벨머,닥터G,PC,2022.4.30,15,1,1067,0,0,1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*   닥터벨머,닥터G,모바일,2022.4.29,120,1,1287,0,0,1.1,1
xxx1,display ad,google,GDN,* NC 전환,*   닥터벨머,닥터벨머,PC,2022.4.25,86,1,396,0,0,1.5,2
xxx1,display ad,google,GDN,* NC 전환,*   닥터벨머,닥터벨머,PC,2022.4.26,76,3,1089,2,20,1.3,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*   닥터벨머,닥터벨머,PC,2022.4.28,63,1,1133,0,0,1.1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*   닥터벨머,닥터벨머,PC,2022.4.29,61,3,"1,023",0,0,1.3,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*   닥터벨머,닥터벨머,PC,2022.4.30,78,1,330,0,0,1.1,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*   닥터벨머,닥터벨머,모바일,2022.4.25,287,5,3245,12,142490,1.4,1
xxx1,display ad,google,GDN,* NC 전환,*   닥터벨머,닥터벨머,모바일,2022.4.26,229,9,6292,1,35000,1.5,2
xxx1,display ad,google,GDN,* NC 전환,*   닥터벨머,닥터벨머,모바일,2022.4.27,266,3,2013,1,28700,1.7,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*   닥터벨머,닥터벨머,모바일,2022.4.28,229,2,924,2,20,1.8,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*   닥터벨머,닥터벨머,모바일,2022.4.29,157,6,4015,5,50,1.5,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*   닥터벨머,닥터벨머,모바일,2022.4.30,255,5,3762,2,19010,1.2,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*   닥터벨머,닥터벨머데일리리페어,PC,2022.4.29,13,1,385,0,0,1.8 ,1
xxx1,display ad,google,GDN,* NC 전환,*   닥터벨머,닥터벨머데일리리페어,모바일,2022.4.27,37,1,220,0,0,2.8,2
xxx1,display ad,google,GDN,* NC 전환,*   닥터벨머,닥터벨머리커버리,PC,2022.4.26,1,1,99,1,10,1,2
xxx1,search ad,naver,파워링크,* NC 파워링크,*   닥터벨머,닥터벨머립밤,모바일,2022.4.25,5,1,660,2,20,1.4,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*   닥터벨머,닥터벨머선스틱,PC,2022.4.29,4,1,154,0,0,2,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*   닥터벨머,닥터벨머선크림,PC,2022.4.25,5,1,836,0,0,2.4,1
xxx1,search ad,naver,파워링크,* NC 파워링크,*   닥터벨머,닥터벨머선크림,모바일,2022.4.26,33,2,528,0,0,2.8,1
xxx1,display ad,google,GDN,* NC 전환,*   닥터벨머,닥터벨머선크림,모바일,2022.4.28,16,1,1089,0,0,2,2
